program_id;program_name;raiku_category;subcategory;raiku_product;source;notes
2e4JmcfcGpLgH4wCWzYxnms5DEiMEJeyE2VbpY4HvMVN;Unknown (2e4Jm);unknown;unknown;potential;behavioral;tx=3070 fail=2% fpc=0.1
ChainWorksznk6gZyzGHUAxVUNuc79wznbf3DGnVxgyh;Unknown (Chain);unknown;unknown;potential;behavioral;tx=574 fail=43% fpc=4.9
Gx4uQRXudq7oacjfCoVMHY1pszPQEGn7BNwmdKX1XTa3;Unknown (Gx4uQ);unknown;unknown;potential;behavioral;tx=5673 fail=12% fpc=0.0
6jMi2CRpAA6uah3qzPpCR8SL8MsuAsB9MtCTKkufXkw2;Unknown (6jMi2);unknown;unknown;potential;behavioral;tx=1190 fail=7% fpc=0.3
43mTap3FzFV9ks5wEci9QmkFH23BGiiJPXzUyR5Ceot8;Unknown (43mTa);unknown;unknown;potential;behavioral;tx=3853 fail=0% fpc=0.1
SLendK7ySfcEzyaFqy93gDnD3RtrpXJcnRwb6zFHJSh;Solend v3;lending;lending;both;auto_classified;prefix:SLendK
BLocKecQFEYSaKyfXx9gbwqYnV1GqSD1VQZ1zLqFsSh;Blockworks;other;infrastructure;neither;auto_classified;prefix:BLocKe
RSZE1NgJy3zdmyTWPeT4yKbsUrhAwrh4mXBL1rMvHt4;Unknown (RSZE1);unknown;unknown;potential;behavioral;tx=5561 fail=0% fpc=0.0
Priority6weCZ5HwDn29NxLFpb7TDp2iLZ6XKc5e8d3;Priority Fee Program;other;infrastructure;neither;auto_classified;prefix:Priori
xpo8sHWHkfS6NpVsYwE2t5pTvvdTHSdWUdxh2RtsT1H;Unknown (xpo8s);unknown;unknown;potential;behavioral;tx=5528 fail=0% fpc=0.0
RTMBGKx9bkBMtFgRsob8S4fEhbK5MBkrVAuFkcrw8bc;DeFi Protocol (RTMBG);unknown;unknown;potential;behavioral;high_cu=145832
CRhtqXk98ATqo1R8gLg7qcpEMuvoPzqD5GNicPPqLMD;Unknown (CRhtq);unknown;unknown;potential;behavioral;tx=5461 fail=0% fpc=0.0
5e8WewiqFEkSHQojtdCHMuuEQ6K7x3QWax5fpNMiH7KX;Unknown (5e8We);unknown;unknown;potential;behavioral;tx=3935 fail=0% fpc=0.1
GFzXiEhiRauw6k59L15zz4UJ9ZANaF5gpPtxEaYCo8jv;Trading Bot (GFzXi);arb_bot;trading;both;auto_classified;56% fail
C984fX81weV2zrfG97Hc6aKHk2YyPr2uZbQdo3GRungW;Unknown (C984f);unknown;unknown;potential;behavioral;tx=5225 fail=0% fpc=0.0
8VWm29HWNAftJJnGpL7rqVcyShbB1TSZmweaMec7V7no;Unknown (8VWm2);unknown;unknown;potential;behavioral;tx=5225 fail=8% fpc=0.0
EMa5knjCt8rrNXvVUiSHLPkrkxHvMNrg2R2HDchRDzDY;Unknown (EMa5k);unknown;unknown;potential;behavioral;tx=5058 fail=1% fpc=0.0
raTEMK3K8ahgwLuWUHEvp7aJXjVmcbNgj8XmQVMgt5q;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
raTEkEMFeDsvsELyQ5CMk4dS8Yhh3wyXXRL6QESd7p2;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
3w1ggZZ4hbi5sfLKSvz3pgh6S6nMQBSBtuzCyFHgnbKi;Unknown (3w1gg);unknown;unknown;potential;behavioral;tx=5071 fail=0% fpc=0.0
NTTB7GBM1e559QnE2AtppjjuRmA9gHYMuqauLC2DiXn;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
AUREUSL1HBkDa8Tt1mmvomXbDykepX28LgmwvK3CqvVn;Unknown (AUREU);unknown;unknown;potential;behavioral;tx=5064 fail=2% fpc=0.0
EoV4Bsncqw1MDobAyobTkvu2dFJqP3PLa5jidoF74eSa;Unknown (EoV4B);unknown;unknown;potential;behavioral;tx=4990 fail=9% fpc=0.0
RatEqyzDoJW8bAk2dBp9rTZCYykhLxt4P7CDxodKK1L;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
inscokhJarcjaEs59QbQ7hYjrKz25LEPRfCbP8EmdUp;Inscription Protocol;unknown;unknown;potential;behavioral;prefix:insco
DbTjBdpz5Mz4QTEm1EyHkyQQ6gsS3btRAvydoE8bZfAx;Unknown (DbTjB);unknown;unknown;potential;behavioral;tx=4826 fail=0% fpc=0.0
zoRabwLGd5zXaV7Gxacppw8tcceXEiTrSKyNLSaSTUc;Zora Protocol;unknown;unknown;potential;behavioral;prefix:zoRabw
E22mM2hSBAb786m9c9mfdgCopdHVaXqeGF8fuNC7rgFJ;Unknown (E22mM);unknown;unknown;potential;behavioral;tx=4685 fail=0% fpc=0.0
unpXTU2Ndrc7WWNyEhQWe4udTzSibLPi25SXv2xbCHQ;UNP Protocol;unknown;unknown;potential;behavioral;prefix:unpXTU
8r2jms1vAnHhtCWxDNSgiHvQNSzzJvGa9oBRCbBPCBNN;Unknown (8r2jm);unknown;unknown;potential;behavioral;tx=2308 fail=0% fpc=0.3
DERP2sf1Nak1R7s5HVgQD9WcQM1X9CKh5Ru5PNafAsPg;DERP Protocol;unknown;unknown;potential;behavioral;prefix:DERP2s
AButzjf4rTRL7WerjnruW6Vbvab9iFujcJCsm4E3nwc8;Unknown (AButz);unknown;unknown;potential;behavioral;tx=4356 fail=0% fpc=0.0
45DJvdkD7fiTrhsrNxaWd8jAiWJ1G5S98W7n4Wg8gJdW;Trading Bot (45DJv);arb_bot;trading;both;auto_classified;34% fail
AMMJdEiCCa8mdugg6JPF7gFirmmxisTfDJoSNSUi5zDJ;AMM Program;dex;amm;both;auto_classified;prefix:AMMJdE
2LpxztCB9YjLxPwp8XdkYPtEaQBEkB3ejuDbYtHbkEZ8;Unknown (2Lpxz);unknown;unknown;potential;behavioral;tx=2201 fail=0% fpc=0.2
6k9DQREaFRtefjzMt98tKSVcNUnxLDxma7avzu739q4H;Unknown (6k9DQ);unknown;unknown;potential;behavioral;tx=4386 fail=0% fpc=0.0
srtJ3oQoazxhiiFj6CdEowvkTgUxvn6NQNmJ5VrwkD9;Unknown (srtJ3);unknown;unknown;potential;behavioral;tx=4381 fail=0% fpc=0.0
CMAGAKJ67e9hRZgfC5SFTbZH8MgEmtqazKXjmkaJjWTJ;CMA Program;unknown;unknown;potential;behavioral;prefix:CMAGAK
PHYSJkZ4KNpK4Lp5pg89xfab5mSer9NxRfr6YzuRdNQ;DeFi Protocol (PHYSJ);unknown;unknown;potential;behavioral;high_cu=157240
GfyUP9mziko4u381SeLBb4D2ijTH4a9ruzBiA2hQAmwr;Unknown (GfyUP);unknown;unknown;potential;behavioral;tx=4104 fail=0% fpc=0.0
fish3HxLMRkCyRMobeJyDy9ymXojx1Q1G1mbXSzpsvS;Unknown (fish3);unknown;unknown;potential;behavioral;tx=3251 fail=0% fpc=0.1
B1osUCap5eJ2iJnbRqfCQB87orhJM5EqZqPcGMbjJvXz;Trading Bot (B1osU);arb_bot;trading;both;auto_classified;56% fail
DCA265Vj8a9CEuX1eb1LWRnDT7uK6q1xMipnNyatn23M;DCA Program;cranker;dca;aot;auto_classified;prefix:DCA265
2snGap4Sehqid8zhufpTmGZbPxWsD1c6ab7rcMaocoou;MEV Bot (2snGa);arb_bot;mev;both;auto_classified;fpc=10.8 fail=10%
GovER5Lthms3bLBqWub97yVrMmEogzX7xNjdXpPPCVZw;Governance Program;other;governance;neither;auto_classified;prefix:GovER5
mnCk3moW6q9UszVev3C9JjtE4YoviXgLwiLCnUy3c4D;Unknown (mnCk3);unknown;unknown;potential;behavioral;tx=3932 fail=1% fpc=0.0
RAkd1EJg45QQHeuXy7JEWBhdNvsd64Z5PbZJWQT96iB;Unknown (RAkd1);unknown;unknown;potential;behavioral;tx=3873 fail=0% fpc=0.0
NttMjdaP1RnzrqFMjspEBaqRv7N2X2JTbVmLMSXGHhK;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
2BKVtbJPi42KRjGQ6LmNApvHvXo89PW1iwnMgimhQeyP;DeFi Protocol (2BKVt);unknown;unknown;potential;behavioral;high_cu=126304
A95jD3nCCc9AeXhbYEYLeJ1owLG8hErfuLri9W1BRqTf;MEV Bot (A95jD);arb_bot;mev;both;auto_classified;fpc=27.2 fail=40%
CFjLE5589EiPZvPFiSx7QgktBH8ZTkkGJU2dL7qbJU2a;Unknown (CFjLE);unknown;unknown;potential;behavioral;tx=581 fail=0% fpc=0.6
BHMPLPwX2DgxNe9EiyNqMqTfYXtRfaQLpD3USaYnQexp;Unknown (BHMPL);unknown;unknown;potential;behavioral;tx=2295 fail=0% fpc=0.1
HLZs9XgTLYAcb76gXUXuMW5JYugBpvxBSD1m5zarTgS7;Unknown (HLZs9);unknown;unknown;potential;behavioral;tx=3599 fail=0% fpc=0.0
8zPmKwY3Wv9yVoP6xZnzkAUJX5BeqM7aVMDZio4PBDyb;Unknown (8zPmK);unknown;unknown;potential;behavioral;tx=9 fail=0% fpc=7.6
DDZDcYdQFEMwcu2Mwo75yGFjJ1mUQyyXLWzhZLEVFcei;Unknown (DDZDc);unknown;unknown;potential;behavioral;tx=3590 fail=3% fpc=0.0
4TyRczJ6eu2cv34uQQorQhS1m91PcEBMCRonmYZomiUA;Unknown (4TyRc);unknown;unknown;potential;behavioral;tx=3492 fail=0% fpc=0.0
EKLFRXRLJo1tFnTMdShD1y8nMQcArtxchktBQjVHXPSX;Unknown (EKLFR);unknown;unknown;potential;behavioral;tx=3475 fail=1% fpc=0.0
7mSqZcYPUGm99M6sGpNRHjorbB1NPF3ThyTpEjhkKzKF;Unknown (7mSqZ);unknown;unknown;potential;behavioral;tx=3443 fail=0% fpc=0.0
GasB9dNMfXGXysMeTjQnnAnN38RmbrphtH5dkkWnMMvQ;Gas Protocol;other;infrastructure;neither;auto_classified;prefix:GasB9d
traderDnaR5w6Tcoi3NFm53i48FTDNbGjBSZwWXDRrg;Trader Bot;arb_bot;trading;both;auto_classified;prefix:trader
BHidyz25KWkNPdTHgeANzMg25MM2KEiNnG4yE5F46XUz;Unknown (BHidy);unknown;unknown;potential;behavioral;tx=3428 fail=3% fpc=0.0
LockrWmn6K5twhz3y9w1dQERbmgSaRkfnTeTKbpofwE;Lock Program;other;vesting;neither;auto_classified;prefix:LockrW
32Jr4JnXWvqq9GqPQynkooHsszaucUUvZfNLh2hdX2L5;Unknown (32Jr4);unknown;unknown;potential;behavioral;tx=3379 fail=0% fpc=0.0
DmfUp9sjqVW4uf89X5T1bq1rWw1MzuWjZvZpDpjnW6Ju;Unknown (DmfUp);unknown;unknown;potential;behavioral;tx=2548 fail=0% fpc=0.0
HQ2UUt18uJqKaQFJhgV9zaTdQxUZjNrsKFgoEDquBkcx;DeFi Protocol (HQ2UU);unknown;unknown;potential;behavioral;high_cu=122849
AgdxtGStJsyCZAZvZChtnTtaK774e3Yf2QWdq8gSfLuc;Unknown (Agdxt);unknown;unknown;potential;behavioral;tx=3277 fail=0% fpc=0.0
C4PcYp1KVrU6sXkiYGwc9rAHZXnVTfqsM1Ek5zFw4DEf;Unknown (C4PcY);unknown;unknown;potential;behavioral;tx=3262 fail=0% fpc=0.0
FBLPCK5w3wxpfxsdZfBcRfQCSXcC9x2cmocYHb5K6EZc;Unknown (FBLPC);unknown;unknown;potential;behavioral;tx=8 fail=0% fpc=6.6
D8C8iW6zmoKg5TRr8nQ7h14TMWqQX8FiBdj2ju5MF3wa;DeFi Protocol (D8C8i);unknown;unknown;potential;behavioral;high_cu=109647
23YJWaC8AhEufH8eYdPMAouyWEgJ5MQWyvz3z8akTtR6;Unknown (23YJW);unknown;unknown;potential;behavioral;tx=3158 fail=0% fpc=0.0
HmaXyMUBP1J84LafYVRus1PS498F2FXJNCxtbTrNnkGf;Unknown (HmaXy);unknown;unknown;potential;behavioral;tx=3137 fail=0% fpc=0.0
NtttGjhSzBsofYFWRYkKLV9n4og1nxVoTtBNVbnu8mf;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
44gjgndDaSHTAXxXuQYMEJJ4VkoE8b97o6P59Hhv8DB4;Unknown (44gjg);unknown;unknown;potential;behavioral;tx=2195 fail=1% fpc=0.0
Arcj82pX7HxYKLR92qvgZUAd7vGS1k4hQvAFcPATFdEQ;Trading Bot (Arcj8);arb_bot;trading;both;auto_classified;66% fail
nttu74CdAmsErx5daJVCQNoDZujswFrskMzonoZSdGk;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
BSfD6SHZigAfDWSjzD5Q41jw8LmKwtmjskPH9XW1mrRW;Unknown (BSfD6);unknown;unknown;potential;behavioral;tx=3052 fail=0% fpc=0.0
chopmfFa3T1CzZj9WUgq5e18aMvjufSHGfPTvyKkydL;Chop Protocol;unknown;unknown;potential;behavioral;prefix:chopmf
WattJi1TzD85VrBjrSspQUQQau1cZ8kzxZr3i6VNnhg;Watt Protocol;depin;network;aot;auto_classified;prefix:WattJi
FLEET1qqzpexyaDpqb2DGsSzE2sDCizewCg9WjrA6DBW;Star Atlas Fleet;gaming;game;both;auto_classified;prefix:FLEET1
nTT36HayeWMJjdK6D4L3E5t4Z6oEyASVDDALFXVTJND;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
BDHztFsD45xQDfwEg2rGyZjQPaMeDm9Lxg25LBxBeyA1;Unknown (BDHzt);unknown;unknown;potential;behavioral;tx=2515 fail=0% fpc=0.0
rateE3GompDX8X8a6WEqwve7kge6YwCGEhN8krmTFjB;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
HfxJdaQDzgoeSqX1amL69myyZQqrab5M9wjbotV8i6N2;Unknown (HfxJd);unknown;unknown;potential;behavioral;tx=1488 fail=0% fpc=0.9
optsy31cq14ExqAA8atvvtv7JRHMCtojXja8DjEXa6N;Options Protocol;lending;options;both;auto_classified;prefix:optsy3
EG1BjZMraQcrHoPkR4qXs2T2trCarQH5nfJV7VjUUnkN;Unknown (EG1Bj);unknown;unknown;potential;behavioral;tx=2940 fail=0% fpc=0.0
BMBpXq5RaoRf5pGsQpuwjcozaLF2TuNCmYKKcFJjFiFS;DeFi Protocol (BMBpX);unknown;unknown;potential;behavioral;high_cu=131133
rAte14X4CFgBXqPLEhmcLxkXVRoFthL3fcbBHVuvmxo;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
BidUuhFU1wyjgmpTv4YMQrqzersavZLJRnsgpw3i4k88;Unknown (BidUu);unknown;unknown;potential;behavioral;tx=2853 fail=1% fpc=0.0
CREWiq8qbxvo4SKkAFpVnc6t7CRQC4tAAscsNAENXgrJ;Crew Protocol;unknown;unknown;potential;behavioral;prefix:CREWiq
EG67mGGTxMGuPxDLWeccczVecycmpj2SokzpWeBoGVTf;DeFi Protocol (EG67m);unknown;unknown;potential;behavioral;high_cu=128545
EAA5YxYCFjLo8werxQDJDV6TRjbdXNkq89o5qmsyuBcm;Unknown (EAA5Y);unknown;unknown;potential;behavioral;tx=158 fail=1% fpc=1.6
5tLEJ7TDNdCkoHBEQWYkkiaevrAVdhiJzcmTUEcaTu9;Unknown (5tLEJ);unknown;unknown;potential;behavioral;tx=7 fail=0% fpc=7.9
EW9GwxawnPEHA4eFgqd2oq9t55gSG4ReNqPRyG6Ui6PF;Unknown (EW9Gw);unknown;unknown;potential;behavioral;tx=2779 fail=0% fpc=0.0
57GQDhcco4bv4Ngcg7gc6huEYepnGU4PZAGHQCFJmjNW;Unknown (57GQD);unknown;unknown;potential;behavioral;tx=2699 fail=0% fpc=0.0
NBSVPf3v6um9fFvazQhidd7ePCkJ82gh2ATYMo1Dcbp;Unknown (NBSVP);unknown;unknown;potential;behavioral;tx=1352 fail=1% fpc=0.1
foRGEL4EUjeQMd8U2QL5Rx8je75ZFpmtLoWRyyAxxr7;Forge Protocol;unknown;unknown;potential;behavioral;prefix:foRGEL
CRGhjZGv6ttKt8AiqEZd2ZBW7Kp14zXUKjUykoR29LbN;Unknown (CRGhj);unknown;unknown;potential;behavioral;tx=1419 fail=0% fpc=0.1
goonuddtQRrWqqn5nFyczVKaie28f3kDkHWkHtURSLE;GoonFi v1;prop_amm;prop_amm;aot;auto_classified;prefix:goonu
prm1azdDGzyqP76s3Hv2nuG3uLnBgR5u2d7pANwmmzC;Premium Protocol;unknown;unknown;potential;behavioral;prefix:prm1az
brcXo6HSsYdF37owe2szAT77yXBqmC2osTwJ2LhZAXz;BRC Protocol;unknown;unknown;potential;behavioral;prefix:brcXo6
eUSXyKoZ6aGejYVbnp3wtWQ1E8zuokLAJPecPxxtgG3;eUSD Protocol;lending;stablecoin;both;auto_classified;prefix:eUSXyK
fragnAis7Bp6FTsMoa6YcH8UffhEw43Ph79qAiK3iF3;Fragment Protocol;unknown;unknown;potential;behavioral;prefix:fragnA
ZUPYzr87cgminBywohtbUxnaiFMwXNy8A5pD9cCcvVU;DeFi Protocol (ZUPYz);unknown;unknown;potential;behavioral;high_cu=103180
Ga71KgdYh4vWoRZrmtFbqNVGWGA3njQPS58vV8z8PSdp;Unknown (Ga71K);unknown;unknown;potential;behavioral;tx=2441 fail=0% fpc=0.0
JBBrJmCunztkrb2vtn2GE1YmbVdjbaRc3x7mUG2Qq5CQ;Unknown (JBBrJ);unknown;unknown;potential;behavioral;tx=2430 fail=0% fpc=0.0
HMq2uadrCJru2bhP1DJrVmjLM7pySS9rP5FGQjg5GULP;Unknown (HMq2u);unknown;unknown;potential;behavioral;tx=1256 fail=1% fpc=0.1
mine9YMaEywEJyysaDLjYngt8pYXxQDsdakUewPEW8S;Mining Program;depin;pow;aot;auto_classified;prefix:mine9Y
RAte2gSaXmo5YSbpGHDKpK64J7frAmonHBpi4odtyRV;Rate Program;other;infrastructure;neither;auto_classified;rate prefix
8yvD3vvuJdXCaxuVKSc81SNgox3vcXfXgLCJii8WKBvU;DeFi Protocol (8yvD3);unknown;unknown;potential;behavioral;high_cu=158275
pyti8TM4zRVBjmarcgAPmTNNAXYKJv7WVHrkrm6woLN;Pyth Integration;oracle;price_feed;aot;auto_classified;prefix:pyti8T
save8RQVPMWNTzU18t3GBvBkN9hT7jsGjiCQ28FpD9H;Save Protocol;lending;lending;both;auto_classified;prefix:save8R
UMBRAkrfUTHuPAjDQXgmpoQjGGyhtqiRqWNrMroEijV;Umbra Protocol;unknown;unknown;potential;behavioral;prefix:UMBRA
CndyV3LdqHUfDLmE5naZjVN8rBZz4tqhdefbAnjHG3JR;Candy Machine;nft;marketplace;both;auto_classified;prefix:CndyV3
LocpQgucEQHbqNABEYvBvwoxCPsSbG91A1QaQhQQqjn;DeFi Protocol (LocpQ);unknown;unknown;potential;behavioral;high_cu=138289
HumaXepHnjaRCpjYTokxY4UtaJcmx41prQ8cxGmFC5fn;Huma Finance;lending;lending;both;manual_override;prefix:HumaXe
mgrfTeJh5VgHt67LQQVZ7U2gPY88En94QMWz64cV2AY;Manager Protocol;other;infrastructure;neither;auto_classified;prefix:mgrfTe
BBbD1WSjbHKfyE3TSFWF6vx1JV51c8msKSQy4ess6pXp;Unknown (BBbD1);unknown;unknown;potential;behavioral;tx=68 fail=0% fpc=3.6
JPDGXJky3iRkPmJx3cixg5cxJGGwP9kXBJzMpT5GLir;Unknown (JPDGX);unknown;unknown;potential;behavioral;tx=2220 fail=0% fpc=0.0
4fjiA3BqRSYybXfpMuFzGhq5rSMkUPthGqWQEYKKKXkY;Unknown (4fjiA);unknown;unknown;potential;behavioral;tx=1151 fail=0% fpc=0.1
BkSqG9ni5R47X7QynNTzhQoHve5TCX4qHPQxsmLV2sfV;Unknown (BkSqG);unknown;unknown;potential;behavioral;tx=2174 fail=0% fpc=0.0
EQYRmLmkE7G7a2WQyojwrXg4SeguypCdnbm3ecncizsd;Unknown (EQYRm);unknown;unknown;potential;behavioral;tx=1407 fail=0% fpc=0.1
2M5kinPh6R6ow4287N3SLWLx9mWFKpBq1QfnsGGhQ2no;Unknown (2M5ki);unknown;unknown;potential;behavioral;tx=2135 fail=0% fpc=0.0
9vJvSurs8pwRR4PzPYkTJ76As9srzXQu8zTTHGfAoSRm;Unknown (9vJvS);unknown;unknown;potential;behavioral;tx=2117 fail=2% fpc=0.0
DSw5ibYPfvZH3VxCCwBWFNndu1pGTAkKfb6M1h9zwD8E;Arb Bot (DSw5i);arb_bot;arbitrage;both;auto_classified;91% fail rate
BhdU135mdBb1V7jcKdAZoFueNMLMeAtAbBgUZehqRte7;Unknown (BhdU1);unknown;unknown;potential;behavioral;tx=2078 fail=0% fpc=0.0
nttmCZuaoLZ2TEyuo1qytxUJwW9v5Um7bhUgY9zhS6M;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
tuktukUrfhXT6ZT77QTU8RQtvgL967uRuVagWF57zVA;TukTuk Program;other;infrastructure;neither;auto_classified;prefix:tuktuk
NtTtwqVX4SCNECrZ8ZmEaxAPFcm5r7Szx4tBmYLU17p;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
NTTLfv5maZDudMfd9gNjn99dcEgRMY3E5johLyE4Pm2;NTT Bridge;bridge;cross_chain;both;auto_classified;NTT prefix
2DkBHDXSGeDtZMrW1SvFV3pJAEr8LYRN2UjJ89LKGg2P;Unknown (2DkBH);unknown;unknown;potential;behavioral;tx=204 fail=0% fpc=0.9
TokExjvjJmhKaRBShsBAsbSvEWMA1AgUNK7ps4SAc2p;Token Extension;other;token;neither;auto_classified;prefix:TokExj
iLEPWontSkuaCDeg8psrxB3mVHAA39fWWRtinSJcrtJ;iLEP Protocol;unknown;unknown;potential;behavioral;prefix:iLEPWo
4XKv23WzTb9ZpwLCxfQ3k2ChFmQwrUuuazpDKq3ikVSJ;Unknown (4XKv2);unknown;unknown;potential;behavioral;tx=1516 fail=5% fpc=0.0
42C9thies2WottySPmi2k93Nq2eP7TUtPZxHVAhicxMP;Trading Bot (42C9t);arb_bot;trading;both;auto_classified;32% fail
migK824DsBMp2eZXdhSBAWFS6PbvA6UN8DV15HfmstR;Migration Program;other;infrastructure;neither;auto_classified;prefix:migK82
CZcvoryaQNrtZ3qb3gC1h9opcYpzEP1D9Mu1RVwFQeBu;Arb Bot (CZcvo);arb_bot;arbitrage;both;auto_classified;72% fail rate
DHFkF589sftXMvirmVGoMPk9rjzvUEiRTJvdT7yYXdmu;Unknown (DHFkF);unknown;unknown;potential;behavioral;tx=1908 fail=0% fpc=0.0
GpQUqzphxhR5vpyihR27X45iSGeSKruzd8BHj2WU4fYx;Unknown (GpQUq);unknown;unknown;potential;behavioral;tx=1907 fail=2% fpc=0.0
SRSLY1fq9TJqCk1gNSE7VZL2bztvTn9wm4VR8u8jMKT;Seriously Protocol;unknown;unknown;potential;behavioral;prefix:SRSLY1
CM9y2DreJSMqzoRRrLkWEZzTB9ve5D4gQHcPPxrw8mxg;Unknown (CM9y2);unknown;unknown;potential;behavioral;tx=1866 fail=0% fpc=0.0
oxp5daG6BinG1AL2W83RQmmN8tcXJqrqy3bYprLMRV8;OXP Protocol;unknown;unknown;potential;behavioral;prefix:oxp5da
RUsHe5Kt19Koe2stiQuTRS4wkev5QjY5AyatokniGeY;Unknown (RUsHe);unknown;unknown;potential;behavioral;tx=1822 fail=1% fpc=0.0
3JewDFh1NBryPrfcxKpepHks4cUyQPZWsf3DoK1r93ou;DeFi Protocol (3JewD);unknown;unknown;potential;behavioral;high_cu=102704
axjx66xJAyWxVTu73uCjqzSsAopBbqEbyetD5SUFTex;AXJ Protocol;unknown;unknown;potential;behavioral;prefix:axjx66
AUMinudJ3Qnq75vEev6Q39HpbBhAum4raVWct3s4QcZD;AUM Protocol;unknown;unknown;potential;behavioral;prefix:AUMinu
3am45Ut1oBZZU9qKuodfe4Ck1HB4wkAp7bDkonBhbeAe;Unknown (3am45);unknown;unknown;potential;behavioral;tx=124 fail=22% fpc=1.2
48EWpApsQihHzvnq8hRrhn51PJWB1r41HmEyfxLWoNNC;DeFi Protocol (48EWp);unknown;unknown;potential;behavioral;high_cu=110458
Bscr7gaUhPMt4j8ugbsQyk4R8mVLMJS7q2U9AsnXLgjb;Unknown (Bscr7);unknown;unknown;potential;behavioral;tx=1776 fail=0% fpc=0.0
tbd3QdqF7Es36ifxUsW4uhf5fVkba94oKaGYXLZckT6;TBD Protocol;unknown;unknown;potential;behavioral;prefix:tbd3Qd
pjMUjMjHTHot5bYrBu9qd4cRaNKdK1eTR8iVYouQzDo;Unknown (pjMUj);unknown;unknown;potential;behavioral;tx=1744 fail=0% fpc=0.0
GDExVWfNUUhZ7obMJPmNFzqfaST3Zfs7W95iAHVqMLLi;Unknown (GDExV);unknown;unknown;potential;behavioral;tx=59 fail=3% fpc=1.4
Nqd6XqA8LbsCuG8MLWWuP865NV6jR1MbXeKxD4HLKDJ;Unknown (Nqd6X);unknown;unknown;potential;behavioral;tx=1703 fail=0% fpc=0.0
3i5JeuZuUxeKtVysUnwQNGerJP2bSMX9fTFfS4Nxe3Br;Unknown (3i5Je);unknown;unknown;potential;behavioral;tx=173 fail=24% fpc=0.8
SSSnRENPEFnbQKfk7qFjiFyg4vku5CjLsxeEs9jWaTe;SSS Protocol;unknown;unknown;potential;behavioral;prefix:SSSnRE
268xoH5VPMgtcuaBgXimyRHebsubszqQzPUrU5duJLL8;Arb Bot (268xo);arb_bot;arbitrage;both;auto_classified;96% fail rate
